step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy
456,8818944,7296,0.01479151413633635,0.0,0.9090909090909091
457,8838416,7312,0.015364172918946185,0.0,0.9090909090909091
458,8857760,7328,0.015000802923912798,0.1875,0.9147727272727273
459,8876720,7344,0.015405082558488431,0.0,0.9034090909090909
460,8896064,7360,0.014794492192121507,0.0,0.9090909090909091
461,8915408,7376,0.015663745575354528,0.0,0.8977272727272727
462,8934496,7392,0.015275133341985336,0.0,0.9034090909090909
463,8954096,7408,0.01465722219597131,0.1875,0.9204545454545454
464,8973568,7424,0.014781533188236495,0.0625,0.9090909090909091
465,8993040,7440,0.014847706388307663,0.0625,0.9090909090909091
466,9012512,7456,0.015234039428415117,0.0625,0.9090909090909091
467,9031728,7472,0.015318637957151852,0.0,0.8920454545454546
468,9050816,7488,0.015543265011482774,0.125,0.9204545454545454
469,9069904,7504,0.015236707157677437,0.0,0.8920454545454546
470,9089120,7520,0.015174974052233546,0.0625,0.9147727272727273
471,9108592,7536,0.01474017438161914,0.0,0.8977272727272727
472,9127808,7552,0.01508290340505086,0.125,0.9147727272727273
473,9147152,7568,0.015174935330775996,0.0,0.9034090909090909
474,9166752,7584,0.014547780920599723,0.0,0.9090909090909091
475,9186352,7600,0.014690538606910039,0.0,0.9090909090909091
476,9205568,7616,0.015324145620837015,0.0,0.8920454545454546
477,9224784,7632,0.015027681496241922,0.125,0.9147727272727273
478,9244000,7648,0.0153309557142129,0.0625,0.9090909090909091
479,9263344,7664,0.014858677151658131,0.25,0.9261363636363636
480,9282560,7680,0.014896203139188706,0.0,0.9034090909090909
481,9301904,7696,0.014936273776336705,0.0625,0.9034090909090909
482,9321120,7712,0.015056691883512495,0.0625,0.9147727272727273
483,9340336,7728,0.015299529041558521,0.1875,0.9090909090909091
484,9359552,7744,0.015025544851904703,0.0625,0.9034090909090909
485,9378768,7760,0.014931235708047347,0.125,0.9204545454545454
486,9398240,7776,0.014383146732952745,0.125,0.9204545454545454
487,9417712,7792,0.014428935757572259,0.0625,0.9147727272727273
488,9436928,7808,0.015400922993679836,0.125,0.9090909090909091
489,9456272,7824,0.014632809791513563,0.0625,0.9147727272727273
490,9475616,7840,0.014674635077525512,0.125,0.9204545454545454
491,9494832,7856,0.014888920805692034,0.0,0.8977272727272727
492,9513920,7872,0.015534181458660012,0.125,0.8977272727272727
493,9533136,7888,0.014873465218287153,0.0625,0.9090909090909091
494,9552480,7904,0.015120112391236442,0.0,0.8920454545454546
495,9571696,7920,0.015106818136032525,0.0,0.9034090909090909
496,9591040,7936,0.015204669626238497,0.0625,0.9147727272727273
497,9610256,7952,0.015160169306453732,0.125,0.9090909090909091
498,9629472,7968,0.014833896548528654,0.0,0.9034090909090909
499,9648944,7984,0.014650067593014788,0.0625,0.9147727272727273
500,9668288,8000,0.015262287362954425,0.0,0.8863636363636364
501,9687504,8016,0.015240563916620275,0.0625,0.9034090909090909
502,9706720,8032,0.015532922935693007,0.0625,0.9034090909090909
503,9725936,8048,0.015351150473991678,0.0,0.8977272727272727
504,9745280,8064,0.01486217795502311,0.0,0.9034090909090909
505,9764624,8080,0.015186388240451794,0.0,0.8977272727272727
506,9783840,8096,0.01503621628141794,0.0625,0.9090909090909091
507,9803312,8112,0.015267756262249603,0.0,0.8977272727272727
508,9822528,8128,0.015135995887195372,0.0625,0.9147727272727273
509,9841744,8144,0.014826707243200114,0.1875,0.9261363636363636
510,9861216,8160,0.014665390647038824,0.0,0.9090909090909091
511,9880432,8176,0.015121475335635836,0.0,0.9034090909090909
512,9899776,8192,0.01471532851742705,0.0,0.9090909090909091
513,9918992,8208,0.014859297346398537,0.1875,0.9204545454545454
514,9938336,8224,0.014599421357251,0.0,0.9090909090909091
515,9957552,8240,0.014907726060633373,0.0625,0.9090909090909091
516,9976768,8256,0.014867381753178784,0.0625,0.9147727272727273
517,9995984,8272,0.01467654138711456,0.0625,0.9147727272727273
518,10015328,8288,0.01443788978556093,0.0625,0.9090909090909091
519,10034800,8304,0.014396533372718609,0.125,0.9204545454545454
520,10054144,8320,0.0145412039301925,0.3125,0.9375
521,10073232,8336,0.015239901413912576,0.0,0.9090909090909091
522,10092320,8352,0.014847178351258709,0.0,0.9090909090909091
523,10111536,8368,0.01439949986425671,0.125,0.9204545454545454
524,10130880,8384,0.014785887427140964,0.0625,0.9090909090909091
525,10150352,8400,0.014455788768765918,0.125,0.9204545454545454
526,10169568,8416,0.015268480915264119,0.0,0.9034090909090909
527,10189040,8432,0.015104403424627865,0.0,0.9034090909090909
528,10208384,8448,0.014636994681988523,0.0,0.9090909090909091
529,10227472,8464,0.01535635594419882,0.0,0.9090909090909091
530,10246688,8480,0.015001348492676411,0.0,0.9090909090909091
531,10266160,8496,0.014734741196452824,0.0,0.8977272727272727
532,10285632,8512,0.014708141958741731,0.0625,0.9090909090909091
533,10305232,8528,0.015434859356426455,0.0625,0.9034090909090909
534,10324448,8544,0.014856391016088268,0.0625,0.9034090909090909
535,10344048,8560,0.014274354924776654,0.0,0.9090909090909091
536,10363520,8576,0.014769421554795617,0.125,0.9034090909090909
537,10382864,8592,0.014798551865065407,0.25,0.9318181818181818
538,10402080,8608,0.015003261852250092,0.0625,0.9147727272727273
539,10421552,8624,0.014691507101932302,0.125,0.9204545454545454
540,10441024,8640,0.014773194088040748,0.0,0.9090909090909091
541,10460112,8656,0.014994243946950047,0.1875,0.9261363636363636
542,10479584,8672,0.015119651426017233,0.0,0.9034090909090909
543,10498928,8688,0.014765300147339098,0.125,0.9204545454545454
544,10518656,8704,0.01461698804514014,0.0625,0.9034090909090909
545,10538256,8720,0.014946451821964636,0.0,0.8977272727272727
546,10557728,8736,0.014482138040294117,0.1875,0.9261363636363636
547,10577072,8752,0.01475931420203399,0.125,0.9147727272727273
548,10596416,8768,0.014871119055917256,0.125,0.9204545454545454
549,10615632,8784,0.015158569051427113,0.0,0.9034090909090909
550,10634976,8800,0.014365211601745316,0.0625,0.9147727272727273
551,10654448,8816,0.014786000476033534,0.0,0.8977272727272727
552,10673792,8832,0.014507188386351984,0.0625,0.9147727272727273
553,10693392,8848,0.013987647256703099,0.125,0.9204545454545454
554,10712864,8864,0.014571644652830153,0.0,0.9090909090909091
555,10732080,8880,0.014899632381068052,0.0,0.9090909090909091
556,10751424,8896,0.014540999906941774,0.0625,0.9090909090909091
557,10770768,8912,0.015165987651844801,0.0,0.8977272727272727
558,10789984,8928,0.014620733765697756,0.0625,0.9147727272727273
559,10809200,8944,0.014752382294490654,0.0625,0.9147727272727273
560,10828672,8960,0.01457112169912661,0.125,0.9204545454545454
561,10848144,8976,0.014985176307425838,0.0625,0.9034090909090909
562,10867360,8992,0.0150936597963872,0.0625,0.8977272727272727
563,10886704,9008,0.014677774679632683,0.0625,0.9147727272727273
564,10906048,9024,0.014407728181802904,0.25,0.9318181818181818
565,10925264,9040,0.015460597726827,0.0625,0.9090909090909091
566,10944736,9056,0.014573075917496382,0.0,0.9090909090909091
567,10963952,9072,0.01495129468429171,0.0625,0.9090909090909091
568,10983168,9088,0.014696257695498979,0.0,0.9090909090909091
569,11002256,9104,0.0148578859699516,0.0,0.9090909090909091
570,11021856,9120,0.014781666908649125,0.0625,0.8977272727272727
571,11041200,9136,0.014848885116286964,0.1875,0.9261363636363636
572,11060416,9152,0.015058995618246852,0.0,0.9034090909090909
573,11079632,9168,0.01491539299365486,0.0,0.9090909090909091
574,11098720,9184,0.015281192523416774,0.0,0.8977272727272727
575,11118064,9200,0.01466427106684919,0.125,0.9204545454545454
576,11137280,9216,0.014767401661272536,0.125,0.9147727272727273
577,11156752,9232,0.01438486538388064,0.0625,0.9147727272727273
578,11176096,9248,0.014797577123032176,0.125,0.9090909090909091
579,11195440,9264,0.014391621153337931,0.25,0.9318181818181818
580,11214656,9280,0.014651395043599455,0.0625,0.9147727272727273
581,11234256,9296,0.014361727667763438,0.0,0.9034090909090909
582,11253728,9312,0.014766226896845524,0.0,0.9034090909090909
583,11273200,9328,0.014869163031891763,0.125,0.9204545454545454
584,11292672,9344,0.014628178414896697,0.0,0.9034090909090909
585,11312016,9360,0.014564725497740284,0.125,0.9204545454545454
586,11331488,9376,0.014623442643357035,0.125,0.9147727272727273
587,11350576,9392,0.014761998694994312,0.0625,0.9147727272727273
588,11369792,9408,0.01476993473192478,0.0625,0.9147727272727273
589,11389008,9424,0.014322739895462728,0.0625,0.9147727272727273
590,11408224,9440,0.01477332701340772,0.125,0.9147727272727273
591,11427312,9456,0.014908072055796957,0.0,0.9034090909090909
592,11446656,9472,0.014801183825656341,0.0625,0.9147727272727273
593,11465872,9488,0.014657355522397572,0.0625,0.9090909090909091
594,11485216,9504,0.014556706810278545,0.125,0.9204545454545454
595,11504176,9520,0.015563152525111954,0.1875,0.9147727272727273
596,11523520,9536,0.014838743707401096,0.1875,0.9147727272727273
597,11542864,9552,0.014819974843287299,0.0625,0.9090909090909091
598,11562208,9568,0.014525231456888386,0.1875,0.9261363636363636
599,11581680,9584,0.014261168140553133,0.0,0.9090909090909091
600,11600896,9600,0.014623164808627792,0.0,0.9034090909090909
601,11620368,9616,0.014151128107345326,0.0625,0.9147727272727273
602,11639584,9632,0.014677672773422286,0.0625,0.9090909090909091
603,11658928,9648,0.014284358666168284,0.1875,0.9261363636363636
604,11678528,9664,0.014181559946873163,0.0,0.8977272727272727
605,11697872,9680,0.01471385861434263,0.0,0.9090909090909091
606,11717088,9696,0.014969497979670666,0.0,0.9034090909090909
607,11736304,9712,0.014201926423485126,0.125,0.9204545454545454
608,11755776,9728,0.014515996275629758,0.0625,0.9147727272727273
609,11775120,9744,0.014266339071702851,0.0625,0.9147727272727273
610,11794720,9760,0.014325829217904373,0.1875,0.9261363636363636
611,11813936,9776,0.015228750981099853,0.0,0.8863636363636364
612,11833280,9792,0.014582633878815199,0.0625,0.9147727272727273
613,11852624,9808,0.014189855134470544,0.125,0.9204545454545454
614,11871968,9824,0.01459533054114692,0.0625,0.9147727272727273
615,11891312,9840,0.014725813534101156,0.0625,0.9090909090909091
616,11910656,9856,0.014359504519295805,0.25,0.9318181818181818
617,11929872,9872,0.014726314335925523,0.0,0.9090909090909091
618,11949088,9888,0.014398981259359603,0.0625,0.9147727272727273
619,11968432,9904,0.014668809289533055,0.125,0.9204545454545454
620,11987904,9920,0.014757405948322918,0.0,0.9034090909090909
621,12007504,9936,0.014284913613592836,0.0,0.9034090909090909
622,12026464,9952,0.014883922637739393,0.125,0.9204545454545454
623,12045808,9968,0.014232174756782057,0.125,0.9204545454545454
624,12065024,9984,0.014530495901333002,0.125,0.9204545454545454
625,12084368,10000,0.014714762016593335,0.0625,0.9147727272727273
626,12103584,10016,0.01452595038374674,0.0625,0.9147727272727273
627,12122800,10032,0.014441830297324388,0.0625,0.9147727272727273
628,12142272,10048,0.014359811709785987,0.1875,0.9261363636363636
629,12161744,10064,0.014045824664239847,0.125,0.9204545454545454
630,12181088,10080,0.014478963247262815,0.0625,0.9147727272727273
631,12200432,10096,0.01450074480102915,0.125,0.9090909090909091
632,12219648,10112,0.014555712569001561,0.0,0.9034090909090909
633,12238864,10128,0.014932232378653175,0.125,0.9204545454545454
634,12258336,10144,0.014589053322983162,0.0,0.8977272727272727
635,12277680,10160,0.014005583809650285,0.0625,0.9147727272727273
636,12297024,10176,0.014125497864619476,0.125,0.9204545454545454
637,12316368,10192,0.014268877875911818,0.125,0.9204545454545454
638,12335584,10208,0.014719126991603588,0.0625,0.9147727272727273
639,12354800,10224,0.01460664306565066,0.0,0.9090909090909091
640,12374144,10240,0.014616920863305887,0.0,0.9034090909090909
641,12393488,10256,0.014128284374359694,0.25,0.9318181818181818
642,12412832,10272,0.014416517876859068,0.125,0.9204545454545454
643,12432304,10288,0.014521606772397423,0.1875,0.9204545454545454
644,12451392,10304,0.014517532358289526,0.0,0.9034090909090909
645,12470864,10320,0.013886730449954213,0.0625,0.9090909090909091
646,12490336,10336,0.01414153014358567,0.0625,0.9034090909090909
647,12510064,10352,0.013786904900714863,0.125,0.9204545454545454
648,12529408,10368,0.01425815030957559,0.0625,0.9147727272727273
649,12548624,10384,0.014698832759352158,0.125,0.9204545454545454
650,12568096,10400,0.014281219496849393,0.0625,0.9090909090909091
651,12587312,10416,0.014587175587099528,0.0,0.9034090909090909
652,12606528,10432,0.014499644640454437,0.125,0.9204545454545454
653,12626128,10448,0.013978626532262235,0.125,0.9204545454545454
654,12645472,10464,0.014332133437249126,0.0625,0.9147727272727273
655,12664944,10480,0.014559997293234603,0.0625,0.9034090909090909
656,12684288,10496,0.014339733996853888,0.1875,0.9261363636363636
657,12703760,10512,0.014608650608900183,0.0625,0.9090909090909091
658,12723232,10528,0.014359006397247525,0.1875,0.9147727272727273
659,12742704,10544,0.014097082747130132,0.3125,0.9375
660,12762304,10560,0.013703675153188643,0.25,0.9318181818181818
661,12781776,10576,0.014356262338069824,0.0,0.9034090909090909
662,12801120,10592,0.01434357340692453,0.0,0.9034090909090909
663,12820464,10608,0.014213638539327082,0.125,0.9147727272727273
664,12839680,10624,0.014486922169004227,0.0625,0.9147727272727273
665,12858896,10640,0.014665670038019192,0.0625,0.9147727272727273
666,12878112,10656,0.014876139896901931,0.0625,0.9090909090909091
667,12897200,10672,0.01470616014858541,0.0625,0.9090909090909091
668,12916416,10688,0.014413592266765099,0.0625,0.9034090909090909
669,12935760,10704,0.014365634204015883,0.0625,0.9147727272727273
670,12954976,10720,0.014834218677538561,0.125,0.9204545454545454
671,12974192,10736,0.014403156780610367,0.25,0.9318181818181818
672,12993280,10752,0.014713419475574405,0.0625,0.9147727272727273
673,13012752,10768,0.015032026924084525,0.0,0.9034090909090909
674,13031968,10784,0.014486333288008305,0.0,0.9090909090909091
675,13051184,10800,0.014361720161965777,0.25,0.9318181818181818
676,13070656,10816,0.014029397872582705,0.0625,0.9147727272727273
677,13090256,10832,0.014063215154029517,0.125,0.9204545454545454
678,13109600,10848,0.014176988009885557,0.125,0.9204545454545454
679,13129072,10864,0.014138059930190256,0.0625,0.9147727272727273
680,13148544,10880,0.014088002719743377,0.0625,0.9147727272727273
681,13167760,10896,0.014032078468386458,0.125,0.9204545454545454
682,13186976,10912,0.01437580325899026,0.0625,0.9090909090909091
683,13206064,10928,0.014949883970327307,0.0,0.9034090909090909
684,13225408,10944,0.014197366351691054,0.0625,0.9147727272727273
685,13244368,10960,0.014725709909879986,0.0,0.9090909090909091
686,13263584,10976,0.014455063622584537,0.0625,0.9147727272727273
687,13282928,10992,0.014245809618169299,0.125,0.9204545454545454
688,13302144,11008,0.014311886918406218,0.1875,0.9261363636363636
689,13321488,11024,0.014407034645063635,0.1875,0.9147727272727273
690,13340576,11040,0.014723782247901553,0.0625,0.9090909090909091
691,13359920,11056,0.013857130698190211,0.25,0.9261363636363636
692,13379136,11072,0.014216001932900365,0.0625,0.9147727272727273
693,13398608,11088,0.014016452021960182,0.0,0.9090909090909091
694,13418080,11104,0.014151584309405867,0.0,0.9090909090909091
695,13437424,11120,0.014145134474908751,0.0625,0.9147727272727273
696,13456640,11136,0.014559661513314453,0.0,0.9090909090909091
697,13475856,11152,0.01453532674850989,0.1875,0.9261363636363636
698,13495072,11168,0.014472940449633487,0.0625,0.9147727272727273
699,13514544,11184,0.014185530938286658,0.0625,0.9147727272727273
700,13533888,11200,0.013931379580903928,0.0625,0.9147727272727273
701,13553232,11216,0.014473954338607431,0.125,0.9204545454545454
702,13572576,11232,0.014410418064949785,0.0,0.9090909090909091
703,13591792,11248,0.014669658966628665,0.125,0.9147727272727273
704,13611264,11264,0.015148542897550863,0.0625,0.9147727272727273
705,13630736,11280,0.01389519124230605,0.0625,0.9147727272727273
706,13649952,11296,0.014301890149597067,0.1875,0.9147727272727273
707,13669296,11312,0.014501136104706477,0.1875,0.9261363636363636
708,13688768,11328,0.014359993800361593,0.125,0.9147727272727273
709,13707984,11344,0.014631772297091165,0.1875,0.9261363636363636
710,13727328,11360,0.014224353968446565,0.0625,0.9090909090909091
711,13746800,11376,0.014918589564060452,0.0625,0.9090909090909091
712,13766272,11392,0.01399885990531651,0.125,0.9204545454545454
713,13785488,11408,0.014522910382280622,0.0,0.9034090909090909
714,13804576,11424,0.01469683789929156,0.0625,0.9090909090909091
715,13824048,11440,0.014181228642006353,0.0625,0.9147727272727273
716,13843648,11456,0.0139973121037499,0.125,0.9204545454545454
717,13863120,11472,0.014089444042636342,0.1875,0.9261363636363636
718,13882336,11488,0.014951596191531908,0.1875,0.9147727272727273
719,13901808,11504,0.014056095978208847,0.0625,0.9090909090909091
720,13921280,11520,0.013953887817571894,0.0625,0.9147727272727273
721,13940496,11536,0.014182246626234135,0.125,0.9204545454545454
722,13959840,11552,0.014027340077814107,0.0625,0.9147727272727273
723,13979184,11568,0.014434509789358611,0.0,0.9090909090909091
724,13998784,11584,0.014206421413096878,0.0625,0.9147727272727273
725,14017872,11600,0.014313806467715092,0.1875,0.9261363636363636
726,14037088,11616,0.014406312866343016,0.0,0.9034090909090909
727,14056176,11632,0.014435368548172775,0.125,0.9204545454545454
728,14075520,11648,0.014094062302348486,0.125,0.9204545454545454
729,14094864,11664,0.014414502933121633,0.0625,0.9147727272727273
730,14114080,11680,0.014232314095464054,0.0625,0.9147727272727273
731,14133296,11696,0.014232900509780547,0.0625,0.9147727272727273
732,14152640,11712,0.01407429687950854,0.25,0.9318181818181818
733,14172112,11728,0.013917123702545399,0.0625,0.9147727272727273
734,14191328,11744,0.014575288626557695,0.125,0.9147727272727273
735,14210800,11760,0.013709961535975623,0.0,0.9090909090909091
736,14230144,11776,0.014110958900873126,0.0625,0.9147727272727273
737,14249488,11792,0.01410469886965201,0.1875,0.9261363636363636
738,14268960,11808,0.014337078537420115,0.0625,0.9147727272727273
739,14288048,11824,0.014238701981748675,0.1875,0.9261363636363636
740,14307264,11840,0.01431572641347555,0.0625,0.9090909090909091
741,14326480,11856,0.014444037429793406,0.0,0.9090909090909091
742,14345568,11872,0.014608992967203884,0.0625,0.9034090909090909
743,14365040,11888,0.01381973441624055,0.0625,0.9090909090909091
744,14384384,11904,0.014478674107044242,0.0,0.9090909090909091
745,14403728,11920,0.014190078533576301,0.125,0.9204545454545454
746,14423200,11936,0.014122016916108033,0.0625,0.9147727272727273
747,14442544,11952,0.01416311055074418,0.0625,0.9147727272727273
748,14461760,11968,0.01403196890917318,0.1875,0.9261363636363636
749,14481104,11984,0.013897478446673266,0.0625,0.9147727272727273
750,14500320,12000,0.014460911865812985,0.0625,0.9147727272727273
751,14519792,12016,0.014411522338096509,0.0,0.9090909090909091
752,14539136,12032,0.014139617668298013,0.0625,0.9090909090909091
753,14558352,12048,0.014413097231319928,0.0625,0.9147727272727273
754,14577440,12064,0.014933481888128654,0.0625,0.9090909090909091
755,14596656,12080,0.014225647169325643,0.1875,0.9261363636363636
756,14616000,12096,0.014363069556858588,0.0,0.9090909090909091
757,14635344,12112,0.01428206485710828,0.125,0.9204545454545454
758,14654688,12128,0.014239881576256896,0.125,0.9090909090909091
759,14673904,12144,0.014247270620591657,0.125,0.9204545454545454
760,14693248,12160,0.014181294243322953,0.1875,0.9261363636363636
761,14712208,12176,0.014818072545699697,0.0,0.9090909090909091
762,14731424,12192,0.014772057978659898,0.0,0.8977272727272727
763,14750768,12208,0.014060440023394499,0.0625,0.9147727272727273
764,14769984,12224,0.014160380889754706,0.25,0.9318181818181818
765,14789328,12240,0.014092772053659873,0.125,0.9204545454545454
766,14808672,12256,0.014040768500697312,0.0625,0.9147727272727273
767,14827760,12272,0.014528504081506546,0.0625,0.9147727272727273
768,14847232,12288,0.014147937843376068,0.0,0.9034090909090909
769,14866704,12304,0.014294887564006936,0.0,0.9090909090909091
770,14886048,12320,0.013965994851659776,0.1875,0.9261363636363636
771,14905520,12336,0.014098611343387395,0.125,0.9204545454545454
772,14924736,12352,0.014248057583569763,0.0,0.9090909090909091
773,14944080,12368,0.013954396124864097,0.0625,0.9147727272727273
774,14963424,12384,0.014064069956386666,0.125,0.9204545454545454
775,14982640,12400,0.014268036353931484,0.125,0.9204545454545454
776,15001856,12416,0.014267595059040013,0.0625,0.9090909090909091
777,15021072,12432,0.014358808348467873,0.0,0.9090909090909091
778,15040416,12448,0.013779685639263834,0.1875,0.9261363636363636
779,15059888,12464,0.013882039618245268,0.0625,0.9147727272727273
780,15079104,12480,0.014434282559106162,0.0625,0.9090909090909091
781,15098448,12496,0.013998293661971643,0.1875,0.9261363636363636
782,15117664,12512,0.014553294825726884,0.0,0.8977272727272727
783,15137008,12528,0.013713188721119022,0.0625,0.9147727272727273
784,15156224,12544,0.014081126670659474,0.125,0.9204545454545454
785,15175568,12560,0.014152151876610937,0.0,0.9090909090909091
786,15194784,12576,0.014379271809936436,0.1875,0.9261363636363636
787,15214000,12592,0.014216005076897279,0.0625,0.9090909090909091
788,15233216,12608,0.01467590100707915,0.0625,0.9090909090909091
789,15252688,12624,0.014084211926360553,0.3125,0.9375
790,15272288,12640,0.014103615101766925,0.1875,0.9147727272727273
791,15291376,12656,0.014766426395819543,0.125,0.9204545454545454
792,15310464,12672,0.015080102501769296,0.0,0.9034090909090909
793,15329808,12688,0.014510565776497824,0.125,0.9204545454545454
794,15349280,12704,0.01443010445947869,0.125,0.9204545454545454
795,15368496,12720,0.01427924006209904,0.1875,0.9261363636363636
796,15387712,12736,0.014365116015372582,0.0,0.8977272727272727
797,15407312,12752,0.014093820040427163,0.0625,0.9034090909090909
798,15426656,12768,0.013761367161629446,0.3125,0.9375
799,15446128,12784,0.013629637537457358,0.0625,0.9147727272727273
800,15465216,12800,0.014467332635782114,0.125,0.9204545454545454
801,15484432,12816,0.014265088920323426,0.0625,0.9147727272727273
802,15503648,12832,0.01405144641150826,0.125,0.9204545454545454
803,15522992,12848,0.013926150375129096,0.125,0.9147727272727273
804,15542208,12864,0.014509498358065228,0.0,0.9090909090909091
805,15561552,12880,0.014246682103710667,0.0,0.9090909090909091
806,15581024,12896,0.013995792309785,0.125,0.9147727272727273
807,15600368,12912,0.014426785642371055,0.0,0.9090909090909091
808,15619712,12928,0.014067453234909441,0.0,0.9034090909090909
809,15639184,12944,0.014280473745854958,0.125,0.9204545454545454
810,15658400,12960,0.014782215641954765,0.0,0.9090909090909091
811,15677616,12976,0.014758340455576698,0.125,0.9147727272727273
812,15696704,12992,0.014404682759364284,0.0625,0.9147727272727273
813,15716048,13008,0.014021158697803933,0.0,0.9090909090909091
814,15735392,13024,0.013856897244480705,0.0625,0.9147727272727273
815,15754864,13040,0.014186438532703197,0.0625,0.9147727272727273
816,15774080,13056,0.014080543088078094,0.25,0.9318181818181818
817,15793552,13072,0.013679551342373239,0.0625,0.9147727272727273
818,15813024,13088,0.013929194187901894,0.125,0.9204545454545454
819,15832240,13104,0.013992990229615915,0.125,0.9204545454545454
820,15851840,13120,0.01371748169575471,0.0625,0.9147727272727273
821,15871056,13136,0.014307701926642841,0.0625,0.9147727272727273
822,15890272,13152,0.014050269258114844,0.1875,0.9261363636363636
823,15909616,13168,0.01373249243946875,0.375,0.9431818181818182
824,15928704,13184,0.014101453722725447,0.125,0.9204545454545454
825,15948176,13200,0.013826074374816956,0.0625,0.9147727272727273
826,15967520,13216,0.013862086357426542,0.1875,0.9261363636363636
827,15986992,13232,0.013907807104421329,0.125,0.9204545454545454
828,16006336,13248,0.014071525565630301,0.0625,0.9147727272727273
829,16025424,13264,0.01421117722100657,0.25,0.9318181818181818
830,16044768,13280,0.013834481784290833,0.125,0.9204545454545454
831,16063856,13296,0.014270867821479027,0.0625,0.9147727272727273
832,16083200,13312,0.013788867170912423,0.0,0.9090909090909091
833,16102416,13328,0.014098711647803812,0.0625,0.9147727272727273
834,16121632,13344,0.014123726844354726,0.125,0.9204545454545454
835,16141104,13360,0.013748335091088132,0.1875,0.9261363636363636
836,16160448,13376,0.014068188130297117,0.1875,0.9261363636363636
837,16179792,13392,0.01386455715396186,0.375,0.9431818181818182
838,16199264,13408,0.013514300328514669,0.25,0.9318181818181818
839,16218736,13424,0.013479184976082295,0.125,0.9204545454545454
840,16238208,13440,0.013781172092482747,0.0,0.9090909090909091
841,16257424,13456,0.013712313644288964,0.0625,0.9147727272727273
842,16277024,13472,0.013933123398827588,0.0625,0.9090909090909091
843,16296240,13488,0.014471218294191365,0.0625,0.9147727272727273
844,16315584,13504,0.01403241747087654,0.1875,0.9261363636363636
845,16334800,13520,0.013927973891768825,0.1875,0.9261363636363636
846,16354144,13536,0.01402629666401595,0.125,0.9204545454545454
847,16373488,13552,0.014140557249411411,0.0,0.9090909090909091
848,16392832,13568,0.014140173267332827,0.0,0.9090909090909091
849,16412176,13584,0.013946992998456786,0.0625,0.9090909090909091
850,16431392,13600,0.01428166488246204,0.375,0.9375
851,16450480,13616,0.013895724442582181,0.125,0.9204545454545454
852,16469824,13632,0.014140673202588643,0.25,0.9318181818181818
853,16489168,13648,0.014068602465275123,0.1875,0.9204545454545454
854,16508640,13664,0.013613226114938265,0.0625,0.9090909090909091
855,16527984,13680,0.01430435026528737,0.3125,0.9261363636363636
856,16547456,13696,0.013935246807883635,0.0625,0.9147727272727273
857,16566800,13712,0.014264049368670512,0.125,0.9147727272727273
858,16586272,13728,0.014123771943590477,0.0625,0.9090909090909091
859,16605872,13744,0.014415909049360479,0.125,0.9090909090909091
860,16625088,13760,0.014630689277038087,0.0625,0.9090909090909091
861,16644176,13776,0.014201255196382797,0.1875,0.9261363636363636
862,16663392,13792,0.014260331459664979,0.1875,0.9204545454545454
863,16682864,13808,0.013902247791332149,0.0625,0.9090909090909091
864,16702336,13824,0.013827667056476122,0.1875,0.9261363636363636
865,16721680,13840,0.014052356855700571,0.125,0.9204545454545454
866,16741280,13856,0.013808496502224175,0.0625,0.9147727272727273
867,16760496,13872,0.014463815525910589,0.0,0.9034090909090909
868,16779840,13888,0.01402253363032415,0.125,0.9204545454545454
869,16799184,13904,0.013937756801765296,0.1875,0.9261363636363636
870,16818400,13920,0.014203038079992835,0.125,0.9204545454545454
871,16837616,13936,0.013991683851149087,0.0,0.9034090909090909
872,16856704,13952,0.01433833487383316,0.125,0.9204545454545454
873,16876048,13968,0.013754397141865956,0.25,0.9318181818181818
874,16895264,13984,0.013948798894781142,0.125,0.9204545454545454
875,16914736,14000,0.013888817712571678,0.0625,0.9147727272727273
876,16933952,14016,0.014216114601320235,0.125,0.9204545454545454
877,16953040,14032,0.01404582862807263,0.125,0.9204545454545454
878,16972384,14048,0.013665388842850575,0.0625,0.9147727272727273
879,16991600,14064,0.014525928871672861,0.125,0.9147727272727273
880,17011072,14080,0.013766730882249001,0.0625,0.9147727272727273
881,17030288,14096,0.014014777534962785,0.0625,0.9147727272727273
882,17049504,14112,0.013880208561807933,0.125,0.9147727272727273
883,17068976,14128,0.013384792451169978,0.0625,0.9147727272727273
884,17088448,14144,0.013763558503064252,0.0625,0.9090909090909091
885,17107792,14160,0.013665234489594806,0.1875,0.9261363636363636
886,17127392,14176,0.013398968349517098,0.0625,0.9147727272727273
887,17146736,14192,0.013642349745980645,0.0625,0.9090909090909091
888,17166080,14208,0.013803076918131454,0.0625,0.9147727272727273
889,17185680,14224,0.01370236408497697,0.125,0.9204545454545454
890,17205152,14240,0.01384243632128266,0.1875,0.9261363636363636
891,17224368,14256,0.014235543134406827,0.125,0.9147727272727273
892,17243584,14272,0.014189132365447847,0.125,0.9147727272727273
893,17262800,14288,0.014493930448085633,0.125,0.9147727272727273
894,17282016,14304,0.014577264751818616,0.0,0.9090909090909091
895,17301360,14320,0.013739704782483694,0.25,0.9318181818181818
896,17320704,14336,0.013811552773442533,0.0625,0.9147727272727273
897,17340304,14352,0.013885804045608373,0.0625,0.9090909090909091
898,17359648,14368,0.014443914571738109,0.0625,0.9090909090909091
899,17378736,14384,0.014289229057950114,0.25,0.9318181818181818
